objectid;nom;raison_sociale;type_reg;categorie;code_noga;branche;activite_detail;adresse;npa;localite;commune;telephone_principal_reg;telephone_secondaire_reg;telephone_site;telephone_final;telephone_source;email_reg;email_site;email_final;email_source;site_internet;site_normalise;scrape_status;pages_verifiees;fax;taille;type_local;complement_localisation;id_etablissement;id_entreprise;num_ide;latitude;longitude;source_principale;date_collecte
22131;Café de la Frontière;Café de la Frontière;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route de Thonon 340;1247;Anières;Anières;+41227512800;;;+41227512800;REG principal;;;;non trouve;;;site absent;;;3-5 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-40595;1-4XH-40594;;46.26896700822443;6.238872740945129;SITG REG + site web public si disponible;2026-05-26
31271;Côté Vignes;Côté Vignes;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route de la Côte-d'Or 10;1247;Anières;Anières;+41227513000;;;+41227513000;REG principal;nicksechaud@hotmail.com;;nicksechaud@hotmail.com;REG;https://www.cotevignes.ch/;https://www.cotevignes.ch/;non necessaire;;;3-5 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-66756;1-5CRKHY;;46.27410968107223;6.226225710044741;SITG REG + site web public si disponible;2026-05-26
62161;Floris SARL;Floris SARL;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route d'Hermance 287;1247;Anières;Anières;+41227512020;;;+41227512020;REG principal;administration@lefloris.com;;administration@lefloris.com;REG;http://www.lefloris.com;http://www.lefloris.com/;non necessaire;;+41227512250;10-19 travailleurs;;;;1-4XH-102;CHE102692679;46.27682066056296;6.222843800200032;SITG REG + site web public si disponible;2026-05-26
80368;Guillaume Wolf Red Truck;Guillaume Wolf Red Truck;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route de Chevrens 49;1247;Anières;Anières;;;;;non trouve;guillaume.wolf@hotmail.com;;guillaume.wolf@hotmail.com;REG;;;site absent;;;Sans travailleur;;;;1-4XH-66755;CHE412650721;46.27923739566809;6.230534907233927;SITG REG + site web public si disponible;2026-05-26
29982;Krua Thai Restaurant;Krua Thai Restaurant;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue de l'Ancien-Lavoir 10;1247;Anières;Anières;+41227512175;;;+41227512175;REG principal;;;;non trouve;http://www.kruathai-anieres.ch;http://www.kruathai-anieres.ch/;aucun contact trouve sur site;http://www.kruathai-anieres.ch/ | http://www.kruathai-anieres.ch/contact | http://www.kruathai-anieres.ch/contact/ | http://www.kruathai-anieres.ch/contacts | http://www.kruathai-anieres.ch/contactez-nous;;Sans travailleur;Hôtel/restaurant/bar/dancing;;1-4XH-75680;1-4XH-75679;;46.27500488794001;6.222961874324592;SITG REG + site web public si disponible;2026-05-26
101934;Kruathai Restaurant Kappeler;Kruathai Restaurant Kappeler;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Rue de l'Ancien-Lavoir 10;1247;Anières;Anières;;;;;non trouve;;;;non trouve;;;site absent;;;;;;;1-5X486U;CHE167803903;46.27500488794001;6.222961874324592;SITG REG + site web public si disponible;2026-05-26
54548;La Récré 2.0 Sàrl;La Récré 2.0 Sàrl;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Chemin du Nant-d'Aisy 28B;1247;Anières;Anières;+41227524900;;;+41227524900;REG principal;rachel@larecre.ch;;rachel@larecre.ch;REG;https://www.larecre.ch;https://www.larecre.ch/;non necessaire;;;3-5 travailleurs;;;;1-3VU6M2;CHE440185497;46.27183780005602;6.219107070334259;SITG REG + site web public si disponible;2026-05-26
14209;Le Floris;Le Floris;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";Restautant gastronomique et café;Route d'Hermance 287;1247;Anières;Anières;+41227512020;;;+41227512020;REG principal;administration@lefloris.com;;administration@lefloris.com;REG;http://www.lefloris.com;http://www.lefloris.com/;non necessaire;;+41227512250;10-19 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-103;1-4XH-102;;46.27682066056296;6.222843800200032;SITG REG + site web public si disponible;2026-05-26
71592;NUNES de AZEVEDO;NUNES de AZEVEDO;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route de Thonon 340;1247;Anières;Anières;+41227512800;;;+41227512800;REG principal;;;;non trouve;;;site absent;;;3-5 travailleurs;;;;1-4XH-40594;CHE374131665;46.26896700822443;6.238872740945129;SITG REG + site web public si disponible;2026-05-26
93515;Rive Gauche Groupe Sàrl;Rive Gauche Groupe Sàrl;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route d'Hermance 387;1247;Anières;Anières;;;;;non trouve;;;;non trouve;;;site absent;;;6-9 travailleurs;;;;1-5CRKHY;CHE318300710;46.28637897002145;6.231669666213179;SITG REG + site web public si disponible;2026-05-26
28507;Truck food Café F;Truck food Café F;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";Restaurant ambulant et traiteur;Route d'Hermance 287;1247;Anières;Anières;+41227512020;;;+41227512020;REG principal;info@cafe-f.com;;info@cafe-f.com;REG;;;site absent;;;Sans travailleur;Stand ambulant;;1-4XH-65333;1-4XH-65332;;46.27682066056296;6.222843800200032;SITG REG + site web public si disponible;2026-05-26
46221;Atrium Company SA;Atrium Company SA;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Avenue de Gennecy 54;1237;Avully;Avully;+41227561293;;;+41227561293;REG principal;contact@bluemartinicafe.com;;contact@bluemartinicafe.com;REG;https://www.bluemartinicafe.com;https://www.bluemartinicafe.com/;non necessaire;;;;;;;1-1O3UDD;CHE395530580;46.16677364109416;5.991350076153083;SITG REG + site web public si disponible;2026-05-26
19747;Avola;Avola;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Avenue de Gennecy 54;1237;Avully;Avully;+41227561293;;;+41227561293;REG principal;info@avola-restaurant.ch;;info@avola-restaurant.ch;REG;https://avola-restaurant.ch/;https://avola-restaurant.ch/;non necessaire;;;3-5 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-25256;1-4XH-25255;;46.16677364109416;5.991350076153083;SITG REG + site web public si disponible;2026-05-26
51355;Family BBQ SA;Family BBQ SA;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Place Saint-Gervais 20;1237;Avully;Avully;+41223100353;;;+41223100353;REG principal;ed@smok-ed.ch;;ed@smok-ed.ch;REG;https://smok-ed.ch;https://smok-ed.ch/;non necessaire;;;3-5 travailleurs;;;;1-2AIU7V;CHE151027671;46.170456649532085;6.002016660851365;SITG REG + site web public si disponible;2026-05-26
68230;Jutan Sàrl;Jutan Sàrl;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Avenue de Gennecy 54;1237;Avully;Avully;+41227561293;;;+41227561293;REG principal;;;;non trouve;;;site absent;;+41227561294;3-5 travailleurs;;;;1-4XH-25255;CHE113204794;46.16677364109416;5.991350076153083;SITG REG + site web public si disponible;2026-05-26
1009;Le Relais Champagnard;Le Relais Champagnard;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route de Chancy 404;1237;Avully;Avully;+41227562556;;;+41227562556;REG principal;rgr.grandjean@gmail.com;;rgr.grandjean@gmail.com;REG;https://relaischampagnard.ch;https://relaischampagnard.ch/;non necessaire;;;6-9 travailleurs;Hôtel/restaurant/bar/dancing;;1-HPE1O;1-4XH-82133;;46.16368384546285;6.019740098648544;SITG REG + site web public si disponible;2026-05-26
85893;RELAIS CHAMPAGNARD SARL;RELAIS CHAMPAGNARD SARL;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route de Chancy 404;1237;Avully;Avully;+41227562556;;;+41227562556;REG principal;contact@relaischampagnard.ch;;contact@relaischampagnard.ch;REG;https://relaischampagnard.ch;https://relaischampagnard.ch/;non necessaire;;;6-9 travailleurs;;;;1-4XH-82133;CHE375747047;46.16368384546285;6.019740098648544;SITG REG + site web public si disponible;2026-05-26
21502;Au Renfort de Sézegnin;Au Renfort de Sézegnin;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route du Creux-du-Loup 19;1285;Athenaz (Avusy);Avusy;+41227561236;;;+41227561236;REG principal;info@renfort.ch;;info@renfort.ch;REG;http://www.renfort.ch;http://www.renfort.ch/;non necessaire;;;6-9 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-35023;1-4XH-35004;;46.14420819253499;6.009092800045604;SITG REG + site web public si disponible;2026-05-26
37631;Café d'Avusy;Café d'Avusy;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route d'Avusy 16B;1285;Athenaz (Avusy);Avusy;+41227562670;;"+41227562670; 0078 5.832-0.83; 0078-4.4531-0.8";+41227562670;REG principal;;;;non trouve;https://www.restaurant-cafe-avusy-chez-casa.ch/;https://www.restaurant-cafe-avusy-chez-casa.ch/;contacts trouves sur site;https://www.restaurant-cafe-avusy-chez-casa.ch/ | https://www.restaurant-cafe-avusy-chez-casa.ch/contact (erreur) | https://www.restaurant-cafe-avusy-chez-casa.ch/contact/ (erreur) | https://www.restaurant-cafe-avusy-chez-casa.ch/contacts (erreur) | https://www.restaurant-cafe-avusy-chez-casa.ch/contactez-nous (erreur);;6-9 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-95283;1-5C70C6;;46.15108823039475;5.994761842751149;SITG REG + site web public si disponible;2026-05-26
94452;Café d'Avusy Sàrl;Café d'Avusy Sàrl;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route d'Avusy 16B;1285;Athenaz (Avusy);Avusy;;;;;non trouve;;;;non trouve;;;site absent;;;6-9 travailleurs;;;;1-5C70C6;CHE183517198;46.15108823039475;5.994761842751149;SITG REG + site web public si disponible;2026-05-26
71210;Lagema Sàrl;Lagema Sàrl;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route du Creux-du-Loup 19;1285;Athenaz (Avusy);Avusy;+41227561236;;;+41227561236;REG principal;info@renfort.ch;;info@renfort.ch;REG;http://www.renfort.ch;http://www.renfort.ch/;non necessaire;;+41227563337;6-9 travailleurs;;;;1-4XH-35004;CHE115805007;46.14420819253499;6.009092800045604;SITG REG + site web public si disponible;2026-05-26
46392;A Point Sàrl;A Point Sàrl;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route du Prieur 27B;1257;La Croix-de-Rozon;Bardonnex;+41774302692;;;+41774302692;REG principal;;;;non trouve;;;site absent;;;3-5 travailleurs;;;;1-1PVZEK;CHE457011285;46.143561421200424;6.130751819641274;SITG REG + site web public si disponible;2026-05-26
94346;Anna Maria Costa;Anna Maria Costa;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route de Saconnex-d'Arve 312;1257;La Croix-de-Rozon;Bardonnex;+41792139219;;;+41792139219;REG principal;;;;non trouve;;;site absent;;;Sans travailleur;;;;1-58SNR3;CHE329882564;46.14881796117487;6.120965778537256;SITG REG + site web public si disponible;2026-05-26
3064;Auberge de la Croix-de-Rozon;Auberge de la Croix-de-Rozon;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route d'Annecy 214;1257;La Croix-de-Rozon;Bardonnex;+41227710230;;;+41227710230;REG principal;aubergecroixderozon@gmail.com;;aubergecroixderozon@gmail.com;REG;https://lacroixderozon.ch/;https://lacroixderozon.ch/;non necessaire;;;3-5 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-99933;1-1FUFYM;;46.145546084737134;6.136305963713185;SITG REG + site web public si disponible;2026-05-26
13210;Auberge de Landecy;Auberge de Landecy;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route du Prieur 37;1257;La Croix-de-Rozon;Bardonnex;+41227714141;;;+41227714141;REG principal;contact@auberge-de-landecy.com;;contact@auberge-de-landecy.com;REG;https://auberge-de-landecy.com;https://auberge-de-landecy.com/;non necessaire;;;3-5 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-10965;1-40DOUZ;;46.143973447209504;6.130530148206809;SITG REG + site web public si disponible;2026-05-26
6777;Bar STATION SERVICE GONI;Bar STATION SERVICE GONI;Etablissement;Bar;563001;Bars;"01.09.2025, inspection LBO en cours
(Emplois MULTI regroupé)
Selon visite LBO le 03.09.2025";Route d'Annecy 223;1257;La Croix-de-Rozon;Bardonnex;+41794127023;;;+41794127023;REG principal;;;;non trouve;;;site absent;;;1-2 travailleurs;Hôtel/restaurant/bar/dancing;;1-1EW53L;1-1GNRE8;;46.145241070095885;6.136589529041082;SITG REG + site web public si disponible;2026-05-26
78710;Bernard Julien;Bernard Julien;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Place De-BRUNES 17;1257;La Croix-de-Rozon;Bardonnex;+41227710403;;;+41227710403;REG principal;info@cafebabel.ch;;info@cafebabel.ch;REG;http://www.cafebabel.ch;http://www.cafebabel.ch/;non necessaire;;;6-9 travailleurs;;;;1-4XH-64160;CHE421873906;46.14865422679386;6.104862495445626;SITG REG + site web public si disponible;2026-05-26
21202;Buvette du FC Compesières;Buvette du FC Compesières;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route de Saconnex-d'Arve 312;1257;La Croix-de-Rozon;Bardonnex;+41792139219;+41227712671;;+41792139219;REG principal;info@cesar-consulting.ch;;info@cesar-consulting.ch;REG;;;site absent;;;Sans travailleur;Hôtel/restaurant/bar/dancing;;1-4XH-35987;1-58SNR3;;46.14881796117487;6.120965778537256;SITG REG + site web public si disponible;2026-05-26
29641;Café G. Babel;Café G. Babel;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Place De-BRUNES 17;1257;La Croix-de-Rozon;Bardonnex;+41227710403;;;+41227710403;REG principal;info@cafebabel.ch;;info@cafebabel.ch;REG;http://www.cafebabel.ch;http://www.cafebabel.ch/;non necessaire;;;6-9 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-64161;1-4XH-64160;;46.14865422679386;6.104862495445626;SITG REG + site web public si disponible;2026-05-26
33878;Café la Comète;Café la Comète;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Place De-BRUNES 11;1257;La Croix-de-Rozon;Bardonnex;+41227711018;;+41227711018;+41227711018;REG principal;;;;non trouve;https://cafelacomete.com;https://cafelacomete.com/;contacts trouves sur site;https://cafelacomete.com/ | https://cafelacomete.com/contact (erreur) | https://cafelacomete.com/contact/ (erreur) | https://cafelacomete.com/contacts (erreur) | https://cafelacomete.com/contactez-nous (erreur);;6-9 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-90145;1-4XH-84494;;46.148813735833194;6.10479823882553;SITG REG + site web public si disponible;2026-05-26
57615;CASA'L Sàrl;CASA'L Sàrl;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route du Prieur 37;1257;La Croix-de-Rozon;Bardonnex;+41227714141;;;+41227714141;REG principal;contact@auberge-de-landecy.com;;contact@auberge-de-landecy.com;REG;https://auberge-de-landecy.com;https://auberge-de-landecy.com/;non necessaire;;;3-5 travailleurs;;;;1-40DOUZ;CHE395520104;46.143973447209504;6.130530148206809;SITG REG + site web public si disponible;2026-05-26
89481;"Chez Monia, titulaire Pellegrini";"Chez Monia, titulaire Pellegrini";Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Chemin des Epinglis 20;1257;La Croix-de-Rozon;Bardonnex;;;;;non trouve;;;;non trouve;;;site absent;;;;;;;1-4XJ0B4;CHE298133677;46.149425509063306;6.097028660941625;SITG REG + site web public si disponible;2026-05-26
37984;Foodtruck Goût ATout;Foodtruck Goût ATout;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route d'Annecy 253;1257;La Croix-de-Rozon;Bardonnex;+41792929476;;;+41792929476;REG principal;goutatout@bluewin.ch;;goutatout@bluewin.ch;REG;;;site absent;;;1-2 travailleurs;Stand ambulant;;1-5D3N9R;1-4HEF6Y;;46.143029887954754;6.134748221221581;SITG REG + site web public si disponible;2026-05-26
60671;Goût ATout Sàrl;Goût ATout Sàrl;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route d'Annecy 231;1257;La Croix-de-Rozon;Bardonnex;+41792929476;;;+41792929476;REG principal;goutatout@bluewin.ch;;goutatout@bluewin.ch;REG;;;site absent;;;1-2 travailleurs;;;;1-4HEF6Y;CHE204511708;46.144248423126776;6.1358554160497905;SITG REG + site web public si disponible;2026-05-26
8538;L'AUDACE Mauris Michel;L'AUDACE Mauris Michel;Etablissement;Bar;563001;Bars;;Route de Bardonnex 250;1257;La Croix-de-Rozon;Bardonnex;;;;;non trouve;info@laudace.ch;;info@laudace.ch;REG;;;site absent;;;Sans travailleur;Stand ambulant;;1-2P0Y4A;1-2P0Y0Z;;46.14938015943384;6.10472419627906;SITG REG + site web public si disponible;2026-05-26
52809;L'AUDACE Mauris Michel;L'AUDACE Mauris Michel;Entreprise;Bar;563001;Bars;;Route de Bardonnex 250;1257;La Croix-de-Rozon;Bardonnex;;;;;non trouve;info@laudace.ch;;info@laudace.ch;REG;;;site absent;;;Sans travailleur;;;;1-2P0Y0Z;CHE116397790;46.14938015943384;6.10472419627906;SITG REG + site web public si disponible;2026-05-26
47226;LS MANAGEMENT Sàrl;LS MANAGEMENT Sàrl;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route d'Annecy 214;1257;La Croix-de-Rozon;Bardonnex;+41227710230;;;+41227710230;REG principal;aubergecroixderozon@gmail.com;;aubergecroixderozon@gmail.com;REG;https://lacroixderozon.ch;https://lacroixderozon.ch/;non necessaire;;;3-5 travailleurs;;;;1-1FUFYM;CHE407784818;46.145546084737134;6.136305963713185;SITG REG + site web public si disponible;2026-05-26
103896;Bellavista-Lac Sàrl;Bellavista-Lac Sàrl;Entreprise;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route de Lausanne 341;1293;Bellevue;Bellevue;+41227743292;;;+41227743292;REG principal;bellavista1293@hotmail.com;;bellavista1293@hotmail.com;REG;https://www.bellavista-lac.ch;https://www.bellavista-lac.ch/;non necessaire;;;3-5 travailleurs;;;;1-LDDND;CHE452764259;46.25550522236764;6.155192914818848;SITG REG + site web public si disponible;2026-05-26
83485;"Bianchi-Pastori, Pile-Poêle";"Bianchi-Pastori, Pile-Poêle";Entreprise;Gestion restauration;561003;Administration et gestion d'établissements de restauration;;Chemin des Tuileries 24;1293;Bellevue;Bellevue;;;;;non trouve;;;;non trouve;;;site absent;;;;;;;1-4XH-78987;CHE339494100;46.25243622104127;6.143895795800262;SITG REG + site web public si disponible;2026-05-26
34029;Buvette du Port Saladin;Buvette du Port Saladin;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route de Lausanne 330;1293;Bellevue;Bellevue;+41227741800;;+41227741800;+41227741800;REG principal;;;;non trouve;http://port-saladin.ch/;http://port-saladin.ch/;contacts trouves sur site;http://port-saladin.ch/ | http://port-saladin.ch/contact (erreur) | http://port-saladin.ch/contact/ (erreur) | http://port-saladin.ch/contacts (erreur) | http://port-saladin.ch/contactez-nous (erreur);;6-9 travailleurs;Hôtel/restaurant/bar/dancing;;1-4XH-88497;1-586TUT;;46.255149966400836;6.155700516282587;SITG REG + site web public si disponible;2026-05-26
5802;Buvette Port-Gitana;Buvette Port-Gitana;Etablissement;Restaurant/cafe/snack/tea-room;561001;"Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces";;Route de Lausanne 312A;1293;Bellevue;Bellevue;+41765757688;+41793843046;;+41765757688;REG principal;contact@buvetteportgitana.ch;;contact@buvetteportgitana.ch;REG;;;site absent;;;Sans travailleur;Hôtel/restaurant/bar/dancing;;1-1YT03U;1-1X9GRT;;46.25339775897573;6.153352663462631;SITG REG + site web public si disponible;2026-05-26
